name,software,wall_time,basis,level_of_theory,energy,nbasis
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/mp2/def2svp/ala0.xyz.000d0ec2-d9a2-11ef-abea-d85ed34e2189.out,orca,1452.809,def2svp,mp2,-25382.87466262755,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/mp2/def2svp/ala0.xyz.000d263c-d9a2-11ef-abea-d85ed34e2189.out,gaussian,2396.9,def2svp,mp2,-25382.873759321308,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/rimp2/def2svp/ala0.xyz.000d56f2-d9a2-11ef-abea-d85ed34e2189.out,orca,595.653,def2svp,rimp2,-25382.84830321923,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/pbe0/def2svp/ala0.xyz.000d9f22-d9a2-11ef-abea-d85ed34e2189.out,orca,542.433,def2svp,pbe0,-25430.43862844961,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/pbe0/def2svp/ala0.xyz.000db58e-d9a2-11ef-abea-d85ed34e2189.out,gaussian,752.3,def2svp,pbe0,-25430.3982669917,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/PBEh-3c/def2svp/ala0.xyz.000de432-d9a2-11ef-abea-d85ed34e2189.out,orca,574.798,def2svp,PBEh-3c,-25422.929483900924,331
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xv/def2svp/ala0.xyz.000e2db6-d9a2-11ef-abea-d85ed34e2189.out,orca,668.147,def2svp,wb97xv,-25451.989640000662,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3/def2svp/ala0.xyz.000e74d8-d9a2-11ef-abea-d85ed34e2189.out,orca,604.307,def2svp,wb97xd3,-25452.768417575702,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3bj/def2svp/ala0.xyz.000ebc68-d9a2-11ef-abea-d85ed34e2189.out,orca,581.148,def2svp,wb97xd3bj,-25469.221824432556,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/m062x/def2svp/ala0.xyz.000f02b8-d9a2-11ef-abea-d85ed34e2189.out,orca,440.049,def2svp,m062x,-25447.33981061857,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/m062x/def2svp/ala0.xyz.000f18fc-d9a2-11ef-abea-d85ed34e2189.out,gaussian,1154.5,def2svp,m062x,-25447.293037832478,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/camb3lyp/def2svp/ala0.xyz.000f4926-d9a2-11ef-abea-d85ed34e2189.out,orca,649.541,def2svp,camb3lyp,-25446.88212111904,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/camb3lyp/def2svp/ala0.xyz.000f5fc4-d9a2-11ef-abea-d85ed34e2189.out,gaussian,909.2,def2svp,camb3lyp,-25446.850801014938,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/b2plyp/def2svp/ala0.xyz.000fa632-d9a2-11ef-abea-d85ed34e2189.out,gaussian,3120.1,def2svp,b2plyp,-25406.254484672067,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/dlpnoccsdt/def2svp/ala0.xyz.00101dce-d9a2-11ef-abea-d85ed34e2189.out,orca,16620.372,def2svp,dlpnoccsdt,-25389.18327488388,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/hf/def2svpd/ala0.xyz.00106432-d9a2-11ef-abea-d85ed34e2189.out,orca,3045.364,def2svpd,hf,-25305.12112593943,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/r2scan-3c/def2svpd/ala0.xyz.0010f258-d9a2-11ef-abea-d85ed34e2189.out,orca,371.082,def2svpd,r2scan-3c,-25472.581016392163,511
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/b973c/def2svpd/ala0.xyz.00113c22-d9a2-11ef-abea-d85ed34e2189.out,orca,330.031,def2svpd,b973c,-25466.43332485822,450
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/mp2/def2svpd/ala0.xyz.00118614-d9a2-11ef-abea-d85ed34e2189.out,orca,6773.773,def2svpd,mp2,-25388.591679121673,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/rimp2/def2svpd/ala0.xyz.0011cdcc-d9a2-11ef-abea-d85ed34e2189.out,orca,2938.598,def2svpd,rimp2,-25388.57976618583,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/pbe0/def2svpd/ala0.xyz.00121476-d9a2-11ef-abea-d85ed34e2189.out,orca,1024.12,def2svpd,pbe0,-25432.34727609587,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/PBEh-3c/def2svpd/ala0.xyz.00125a76-d9a2-11ef-abea-d85ed34e2189.out,orca,574.954,def2svpd,PBEh-3c,-25422.929483900924,331
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xv/def2svpd/ala0.xyz.0012a47c-d9a2-11ef-abea-d85ed34e2189.out,orca,1378.334,def2svpd,wb97xv,-25454.015022566684,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3/def2svpd/ala0.xyz.0012eb12-d9a2-11ef-abea-d85ed34e2189.out,orca,1481.447,def2svpd,wb97xd3,-25454.682513562664,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3bj/def2svpd/ala0.xyz.0013313a-d9a2-11ef-abea-d85ed34e2189.out,orca,1479.842,def2svpd,wb97xd3bj,-25471.21518832799,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/m062x/def2svpd/ala0.xyz.0013779e-d9a2-11ef-abea-d85ed34e2189.out,orca,1065.945,def2svpd,m062x,-25449.34071219577,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/camb3lyp/def2svpd/ala0.xyz.0013bfe2-d9a2-11ef-abea-d85ed34e2189.out,orca,1463.636,def2svpd,camb3lyp,-25449.127032263823,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/dlpnoccsdt/def2svpd/ala0.xyz.001493b8-d9a2-11ef-abea-d85ed34e2189.out,orca,29660.259,def2svpd,dlpnoccsdt,-25395.00874185147,576
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/hf/ccpvdz/ala0.xyz.0014dbfc-d9a2-11ef-abea-d85ed34e2189.out,orca,774.111,ccpvdz,hf,-25324.35717921359,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/hf/ccpvdz/ala0.xyz.0014f2f4-d9a2-11ef-abea-d85ed34e2189.out,gaussian,480.2,ccpvdz,hf,-25324.356277779094,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/r2scan-3c/ccpvdz/ala0.xyz.00156c48-d9a2-11ef-abea-d85ed34e2189.out,orca,382.663,ccpvdz,r2scan-3c,-25472.581016392163,511
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/b973c/ccpvdz/ala0.xyz.0015b496-d9a2-11ef-abea-d85ed34e2189.out,orca,317.031,ccpvdz,b973c,-25466.43332485822,450
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/mp2/ccpvdz/ala0.xyz.0016007c-d9a2-11ef-abea-d85ed34e2189.out,orca,1800.677,ccpvdz,mp2,-25403.943883465727,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/mp2/ccpvdz/ala0.xyz.0016188c-d9a2-11ef-abea-d85ed34e2189.out,gaussian,2630.6,ccpvdz,mp2,-25403.94263361479,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/rimp2/ccpvdz/ala0.xyz.00164adc-d9a2-11ef-abea-d85ed34e2189.out,orca,801.619,ccpvdz,rimp2,-25403.938470142264,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/pbe0/ccpvdz/ala0.xyz.00169352-d9a2-11ef-abea-d85ed34e2189.out,orca,575.393,ccpvdz,pbe0,-25450.47844870798,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/pbe0/ccpvdz/ala0.xyz.0016aaea-d9a2-11ef-abea-d85ed34e2189.out,gaussian,961.6,ccpvdz,pbe0,-25450.44150975154,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/PBEh-3c/ccpvdz/ala0.xyz.0016da24-d9a2-11ef-abea-d85ed34e2189.out,orca,575.833,ccpvdz,PBEh-3c,-25422.929483900924,331
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xv/ccpvdz/ala0.xyz.00172308-d9a2-11ef-abea-d85ed34e2189.out,orca,823.083,ccpvdz,wb97xv,-25472.08612904075,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3/ccpvdz/ala0.xyz.00176da4-d9a2-11ef-abea-d85ed34e2189.out,orca,665.669,ccpvdz,wb97xd3,-25472.779936103976,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3bj/ccpvdz/ala0.xyz.0017b6a6-d9a2-11ef-abea-d85ed34e2189.out,orca,710.301,ccpvdz,wb97xd3bj,-25489.31990919254,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/m062x/ccpvdz/ala0.xyz.0017ff44-d9a2-11ef-abea-d85ed34e2189.out,orca,409.498,ccpvdz,m062x,-25468.69647219799,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/m062x/ccpvdz/ala0.xyz.00181772-d9a2-11ef-abea-d85ed34e2189.out,gaussian,1389.2,ccpvdz,m062x,-25468.63887775771,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/camb3lyp/ccpvdz/ala0.xyz.001847ec-d9a2-11ef-abea-d85ed34e2189.out,orca,715.57,ccpvdz,camb3lyp,-25466.621116190403,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/camb3lyp/ccpvdz/ala0.xyz.00185eb2-d9a2-11ef-abea-d85ed34e2189.out,gaussian,1305.6,ccpvdz,camb3lyp,-25466.593588259926,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/b2plyp/ccpvdz/ala0.xyz.0018a976-d9a2-11ef-abea-d85ed34e2189.out,gaussian,3668.2,ccpvdz,b2plyp,-25426.541291940764,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/dlpnoccsdt/ccpvdz/ala0.xyz.00192540-d9a2-11ef-abea-d85ed34e2189.out,orca,18716.037,ccpvdz,dlpnoccsdt,-25410.280680315704,381
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/r2scan-3c/ccpvdzpp/ala0.xyz.001a0474-d9a2-11ef-abea-d85ed34e2189.out,orca,373.817,ccpvdzpp,r2scan-3c,-25472.581016392163,511
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/b973c/ccpvdzpp/ala0.xyz.001a4eb6-d9a2-11ef-abea-d85ed34e2189.out,orca,317.422,ccpvdzpp,b973c,-25466.43332485822,450
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/PBEh-3c/ccpvdzpp/ala0.xyz.001b7804-d9a2-11ef-abea-d85ed34e2189.out,orca,575.045,ccpvdzpp,PBEh-3c,-25422.929483900924,331
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/hf/ccpvtzf12/ala0.xyz.001e1712-d9a2-11ef-abea-d85ed34e2189.out,orca,44742.04,ccpvtzf12,hf,-25333.17765473127,1421
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/r2scan-3c/ccpvtzf12/ala0.xyz.001eadd0-d9a2-11ef-abea-d85ed34e2189.out,orca,382.673,ccpvtzf12,r2scan-3c,-25472.581016392163,511
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/b973c/ccpvtzf12/ala0.xyz.001ef7a4-d9a2-11ef-abea-d85ed34e2189.out,orca,319.126,ccpvtzf12,b973c,-25466.43332485822,450
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/pbe0/ccpvtzf12/ala0.xyz.001fde80-d9a2-11ef-abea-d85ed34e2189.out,orca,2539.433,ccpvtzf12,pbe0,-25459.796330856538,1421
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/PBEh-3c/ccpvtzf12/ala0.xyz.002027fa-d9a2-11ef-abea-d85ed34e2189.out,orca,579.186,ccpvtzf12,PBEh-3c,-25422.929483900924,331
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xv/ccpvtzf12/ala0.xyz.002073ae-d9a2-11ef-abea-d85ed34e2189.out,orca,4636.984,ccpvtzf12,wb97xv,-25481.633994795568,1421
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3/ccpvtzf12/ala0.xyz.0020c138-d9a2-11ef-abea-d85ed34e2189.out,orca,4681.066,ccpvtzf12,wb97xd3,-25482.385021211358,1421
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3bj/ccpvtzf12/ala0.xyz.00210fbc-d9a2-11ef-abea-d85ed34e2189.out,orca,4435.716,ccpvtzf12,wb97xd3bj,-25498.82612933324,1421
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/m062x/ccpvtzf12/ala0.xyz.00215bfc-d9a2-11ef-abea-d85ed34e2189.out,orca,3105.08,ccpvtzf12,m062x,-25477.924406087215,1421
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/camb3lyp/ccpvtzf12/ala0.xyz.0021a8dc-d9a2-11ef-abea-d85ed34e2189.out,orca,4389.759,ccpvtzf12,camb3lyp,-25477.194783500556,1421
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/hf/631+gd/ala0.xyz.0022dbf8-d9a2-11ef-abea-d85ed34e2189.out,orca,1184.381,631+gd,hf,-25322.557413940136,388
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/hf/631+gd/ala0.xyz.0022f28c-d9a2-11ef-abea-d85ed34e2189.out,gaussian,560.7,631+gd,hf,-25322.660853059046,407
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/r2scan-3c/631+gd/ala0.xyz.002365b4-d9a2-11ef-abea-d85ed34e2189.out,orca,382.503,631+gd,r2scan-3c,-25472.581016392163,511
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/b973c/631+gd/ala0.xyz.0023b03c-d9a2-11ef-abea-d85ed34e2189.out,orca,312.611,631+gd,b973c,-25466.43332485822,450
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/mp2/631+gd/ala0.xyz.0023f8e4-d9a2-11ef-abea-d85ed34e2189.out,orca,2554.216,631+gd,mp2,-25398.582190163794,388
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/mp2/631+gd/ala0.xyz.002410ea-d9a2-11ef-abea-d85ed34e2189.out,gaussian,2918.1,631+gd,mp2,-25399.533511945177,407
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/pbe0/631+gd/ala0.xyz.002485fc-d9a2-11ef-abea-d85ed34e2189.out,orca,706.939,631+gd,pbe0,-25449.07221441597,388
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/pbe0/631+gd/ala0.xyz.00249bb4-d9a2-11ef-abea-d85ed34e2189.out,gaussian,1626.6,631+gd,pbe0,-25449.336836282415,407
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/PBEh-3c/631+gd/ala0.xyz.0024cae4-d9a2-11ef-abea-d85ed34e2189.out,orca,574.798,631+gd,PBEh-3c,-25422.929483900924,331
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xv/631+gd/ala0.xyz.0025138c-d9a2-11ef-abea-d85ed34e2189.out,orca,980.72,631+gd,wb97xv,-25470.811321761335,388
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3/631+gd/ala0.xyz.0025590a-d9a2-11ef-abea-d85ed34e2189.out,orca,1051.557,631+gd,wb97xd3,-25471.50398410447,388
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3bj/631+gd/ala0.xyz.00259d0c-d9a2-11ef-abea-d85ed34e2189.out,orca,1029.942,631+gd,wb97xd3bj,-25488.009762457812,388
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/m062x/631+gd/ala0.xyz.0025e316-d9a2-11ef-abea-d85ed34e2189.out,orca,681.403,631+gd,m062x,-25466.682418515065,388
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/m062x/631+gd/ala0.xyz.0025f914-d9a2-11ef-abea-d85ed34e2189.out,gaussian,2184.0,631+gd,m062x,-25466.86936171518,407
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/camb3lyp/631+gd/ala0.xyz.0026268c-d9a2-11ef-abea-d85ed34e2189.out,orca,821.784,631+gd,camb3lyp,-25465.763091634348,388
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/camb3lyp/631+gd/ala0.xyz.00263c9e-d9a2-11ef-abea-d85ed34e2189.out,gaussian,1636.2,631+gd,camb3lyp,-25466.155690597057,407
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/b2plyp/631+gd/ala0.xyz.00268230-d9a2-11ef-abea-d85ed34e2189.out,gaussian,4392.6,631+gd,b2plyp,-25425.492623801474,407
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/hf/631+gdp/ala0.xyz.00273db0-d9a2-11ef-abea-d85ed34e2189.out,orca,1572.616,631+gdp,hf,-25323.9906557482,457
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/hf/631+gdp/ala0.xyz.002753b8-d9a2-11ef-abea-d85ed34e2189.out,gaussian,822.0,631+gdp,hf,-25324.0437994852,476
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/r2scan-3c/631+gdp/ala0.xyz.0027c7f8-d9a2-11ef-abea-d85ed34e2189.out,orca,382.386,631+gdp,r2scan-3c,-25472.581016392163,511
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/b973c/631+gdp/ala0.xyz.002811ea-d9a2-11ef-abea-d85ed34e2189.out,orca,315.037,631+gdp,b973c,-25466.43332485822,450
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/mp2/631+gdp/ala0.xyz.00285bf0-d9a2-11ef-abea-d85ed34e2189.out,orca,3504.78,631+gdp,mp2,-25403.788786856305,457
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/mp2/631+gdp/ala0.xyz.0028734c-d9a2-11ef-abea-d85ed34e2189.out,gaussian,3371.0,631+gdp,mp2,-25404.72798000577,476
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/pbe0/631+gdp/ala0.xyz.0028e804-d9a2-11ef-abea-d85ed34e2189.out,orca,756.323,631+gdp,pbe0,-25450.302198496534,457
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/gaussian/ala0.xyz/pbe0/631+gdp/ala0.xyz.0028fe3e-d9a2-11ef-abea-d85ed34e2189.out,gaussian,1916.1,631+gdp,pbe0,-25450.54374485718,476
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/PBEh-3c/631+gdp/ala0.xyz.00292c88-d9a2-11ef-abea-d85ed34e2189.out,orca,574.963,631+gdp,PBEh-3c,-25422.929483900924,331
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xv/631+gdp/ala0.xyz.0029759e-d9a2-11ef-abea-d85ed34e2189.out,orca,1081.057,631+gdp,wb97xv,-25472.030197677734,457
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3/631+gdp/ala0.xyz.0029bbee-d9a2-11ef-abea-d85ed34e2189.out,orca,1149.915,631+gdp,wb97xd3,-25472.706085584923,457
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/wb97xd3bj/631+gdp/ala0.xyz.002a0090-d9a2-11ef-abea-d85ed34e2189.out,orca,1120.981,631+gdp,wb97xd3bj,-25489.233458603,457
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/benchmark/orca/ala0.xyz/m062x/631+gdp/ala0.xyz.002a458c-d9a2-11ef-abea-d85ed34e2189.out,orca,743.882,631+gdp,m062x,-25467.717702873175,457
