name,software,wall_time,basis,level_of_theory,energy,nbasis,termination
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/m062x/def2svp/ala0.xyz.a49a7084-dd7a-11ef-9693-d85ed34e2189.out,gaussian,156.1,def2svp,m062x,-25447.293037832478,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/camb3lyp/def2svp/ala0.xyz.a49a87f4-dd7a-11ef-9693-d85ed34e2189.out,orca,59.795,def2svp,camb3lyp,-25446.882121119215,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/camb3lyp/def2svp/ala0.xyz.a49aa25c-dd7a-11ef-9693-d85ed34e2189.out,gaussian,126.6,def2svp,camb3lyp,-25446.850801014938,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/b2plyp/def2svp/ala0.xyz.a49ad556-dd7a-11ef-9693-d85ed34e2189.out,gaussian,410.7,def2svp,b2plyp,-25406.254484672067,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/dlpnoccsdt/def2svp/ala0.xyz.a49b201a-dd7a-11ef-9693-d85ed34e2189.out,orca,1874.015,def2svp,dlpnoccsdt,-25389.183274883802,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/hf/def2svpd/ala0.xyz.a49b538c-dd7a-11ef-9693-d85ed34e2189.out,orca,384.906,def2svpd,hf,-25305.12112594344,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/r2scan-3c/def2svpd/ala0.xyz.a49bb7fa-dd7a-11ef-9693-d85ed34e2189.out,orca,24.845,def2svpd,r2scan-3c,-25472.58101639225,511,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/b973c/def2svpd/ala0.xyz.a49bebee-dd7a-11ef-9693-d85ed34e2189.out,orca,26.386,def2svpd,b973c,-25466.43332485817,450,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/mp2/def2svpd/ala0.xyz.a49c208c-dd7a-11ef-9693-d85ed34e2189.out,orca,1053.705,def2svpd,mp2,-25388.591679124773,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/rimp2/def2svpd/ala0.xyz.a49c5412-dd7a-11ef-9693-d85ed34e2189.out,orca,378.25,def2svpd,rimp2,-25388.5797661858,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/pbe0/def2svpd/ala0.xyz.a49c868a-dd7a-11ef-9693-d85ed34e2189.out,orca,104.965,def2svpd,pbe0,-25432.34727609567,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/PBEh-3c/def2svpd/ala0.xyz.a49cb830-dd7a-11ef-9693-d85ed34e2189.out,orca,47.49,def2svpd,PBEh-3c,-25422.929483901036,331,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xv/def2svpd/ala0.xyz.a49cebd4-dd7a-11ef-9693-d85ed34e2189.out,orca,177.466,def2svpd,wb97xv,-25454.015022566917,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3/def2svpd/ala0.xyz.a49d1ee2-dd7a-11ef-9693-d85ed34e2189.out,orca,183.514,def2svpd,wb97xd3,-25454.682513562784,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3bj/def2svpd/ala0.xyz.a49d51fa-dd7a-11ef-9693-d85ed34e2189.out,orca,174.417,def2svpd,wb97xd3bj,-25471.2151883283,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/m062x/def2svpd/ala0.xyz.a49d84f4-dd7a-11ef-9693-d85ed34e2189.out,orca,130.819,def2svpd,m062x,-25449.340712196117,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/camb3lyp/def2svpd/ala0.xyz.a49db654-dd7a-11ef-9693-d85ed34e2189.out,orca,168.121,def2svpd,camb3lyp,-25449.127032263783,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/dlpnoccsdt/def2svpd/ala0.xyz.a49e528a-dd7a-11ef-9693-d85ed34e2189.out,orca,6762.482,def2svpd,dlpnoccsdt,-25395.00874184967,576,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/hf/ccpvdz/ala0.xyz.a49e8728-dd7a-11ef-9693-d85ed34e2189.out,orca,88.092,ccpvdz,hf,-25324.357179213494,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/hf/ccpvdz/ala0.xyz.a49ea280-dd7a-11ef-9693-d85ed34e2189.out,gaussian,71.6,ccpvdz,hf,-25324.356277779094,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/r2scan-3c/ccpvdz/ala0.xyz.a49eeee8-dd7a-11ef-9693-d85ed34e2189.out,orca,24.935,ccpvdz,r2scan-3c,-25472.58101639225,511,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/b973c/ccpvdz/ala0.xyz.a49f2296-dd7a-11ef-9693-d85ed34e2189.out,orca,25.178,ccpvdz,b973c,-25466.43332485817,450,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/mp2/ccpvdz/ala0.xyz.a49f56bc-dd7a-11ef-9693-d85ed34e2189.out,orca,162.956,ccpvdz,mp2,-25403.943883465552,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/mp2/ccpvdz/ala0.xyz.a49f730e-dd7a-11ef-9693-d85ed34e2189.out,gaussian,695.2,ccpvdz,mp2,-25403.94263361479,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/rimp2/ccpvdz/ala0.xyz.a49f8c22-dd7a-11ef-9693-d85ed34e2189.out,orca,94.818,ccpvdz,rimp2,-25403.93847014216,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/pbe0/ccpvdz/ala0.xyz.a49fbfe4-dd7a-11ef-9693-d85ed34e2189.out,orca,46.11,ccpvdz,pbe0,-25450.47844870802,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/pbe0/ccpvdz/ala0.xyz.a49fdab0-dd7a-11ef-9693-d85ed34e2189.out,gaussian,134.3,ccpvdz,pbe0,-25450.44150975154,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/PBEh-3c/ccpvdz/ala0.xyz.a49ff202-dd7a-11ef-9693-d85ed34e2189.out,orca,49.335,ccpvdz,PBEh-3c,-25422.92948390111,331,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xv/ccpvdz/ala0.xyz.a4a026f0-dd7a-11ef-9693-d85ed34e2189.out,orca,76.385,ccpvdz,wb97xv,-25472.086129040574,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3/ccpvdz/ala0.xyz.a4a05b02-dd7a-11ef-9693-d85ed34e2189.out,orca,76.909,ccpvdz,wb97xd3,-25472.77993610395,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3bj/ccpvdz/ala0.xyz.a4a08f5a-dd7a-11ef-9693-d85ed34e2189.out,orca,73.522,ccpvdz,wb97xd3bj,-25489.319909192393,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/m062x/ccpvdz/ala0.xyz.a4a0c39e-dd7a-11ef-9693-d85ed34e2189.out,orca,50.773,ccpvdz,m062x,-25468.696472198128,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/m062x/ccpvdz/ala0.xyz.a4a0df3c-dd7a-11ef-9693-d85ed34e2189.out,gaussian,174.4,ccpvdz,m062x,-25468.63887775771,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/camb3lyp/ccpvdz/ala0.xyz.a4a0f77e-dd7a-11ef-9693-d85ed34e2189.out,orca,71.89,ccpvdz,camb3lyp,-25466.621116190505,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/camb3lyp/ccpvdz/ala0.xyz.a4a1125e-dd7a-11ef-9693-d85ed34e2189.out,gaussian,178.4,ccpvdz,camb3lyp,-25466.593588259926,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/b2plyp/ccpvdz/ala0.xyz.a4a14648-dd7a-11ef-9693-d85ed34e2189.out,gaussian,754.0,ccpvdz,b2plyp,-25426.541291940764,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/dlpnoccsdt/ccpvdz/ala0.xyz.a4a19602-dd7a-11ef-9693-d85ed34e2189.out,orca,3607.536,ccpvdz,dlpnoccsdt,-25410.28068031579,381,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/r2scan-3c/ccpvdzpp/ala0.xyz.a4a234c2-dd7a-11ef-9693-d85ed34e2189.out,orca,24.958,ccpvdzpp,r2scan-3c,-25472.58101639225,511,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/b973c/ccpvdzpp/ala0.xyz.a4a26820-dd7a-11ef-9693-d85ed34e2189.out,orca,22.021,ccpvdzpp,b973c,-25466.433324858244,450,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/PBEh-3c/ccpvdzpp/ala0.xyz.a4a33e58-dd7a-11ef-9693-d85ed34e2189.out,orca,48.103,ccpvdzpp,PBEh-3c,-25422.929483901036,331,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/hf/ccpvtzf12/ala0.xyz.a4a52646-dd7a-11ef-9693-d85ed34e2189.out,orca,6471.399,ccpvtzf12,hf,-25333.177654746825,1421,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/r2scan-3c/ccpvtzf12/ala0.xyz.a4a5916c-dd7a-11ef-9693-d85ed34e2189.out,orca,24.324,ccpvtzf12,r2scan-3c,-25472.581016391992,511,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/b973c/ccpvtzf12/ala0.xyz.a4a5c632-dd7a-11ef-9693-d85ed34e2189.out,orca,26.234,ccpvtzf12,b973c,-25466.43332485817,450,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/pbe0/ccpvtzf12/ala0.xyz.a4a66c04-dd7a-11ef-9693-d85ed34e2189.out,orca,324.511,ccpvtzf12,pbe0,-25459.79633085598,1421,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/PBEh-3c/ccpvtzf12/ala0.xyz.a4a6a016-dd7a-11ef-9693-d85ed34e2189.out,orca,48.523,ccpvtzf12,PBEh-3c,-25422.92948390111,331,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xv/ccpvtzf12/ala0.xyz.a4a6d5cc-dd7a-11ef-9693-d85ed34e2189.out,orca,600.313,ccpvtzf12,wb97xv,-25481.633994739466,1421,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3/ccpvtzf12/ala0.xyz.a4a70db2-dd7a-11ef-9693-d85ed34e2189.out,orca,628.205,ccpvtzf12,wb97xd3,-25482.38502120197,1421,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3bj/ccpvtzf12/ala0.xyz.a4a743fe-dd7a-11ef-9693-d85ed34e2189.out,orca,596.525,ccpvtzf12,wb97xd3bj,-25498.826129389807,1421,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/m062x/ccpvtzf12/ala0.xyz.a4a779fa-dd7a-11ef-9693-d85ed34e2189.out,orca,406.798,ccpvtzf12,m062x,-25477.92440608736,1421,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/camb3lyp/ccpvtzf12/ala0.xyz.a4a7b1d6-dd7a-11ef-9693-d85ed34e2189.out,orca,577.312,ccpvtzf12,camb3lyp,-25477.194783501494,1421,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/hf/631+gd/ala0.xyz.a4a88e12-dd7a-11ef-9693-d85ed34e2189.out,orca,131.609,631+gd,hf,-25322.557413938044,388,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/hf/631+gd/ala0.xyz.a4a8a870-dd7a-11ef-9693-d85ed34e2189.out,gaussian,86.2,631+gd,hf,-25322.660853059046,407,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/r2scan-3c/631+gd/ala0.xyz.a4a8f0b4-dd7a-11ef-9693-d85ed34e2189.out,orca,24.95,631+gd,r2scan-3c,-25472.58101639225,511,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/b973c/631+gd/ala0.xyz.a4a924b2-dd7a-11ef-9693-d85ed34e2189.out,orca,25.056,631+gd,b973c,-25466.43332485817,450,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/mp2/631+gd/ala0.xyz.a4a9581a-dd7a-11ef-9693-d85ed34e2189.out,orca,272.238,631+gd,mp2,-25398.58219016136,388,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/mp2/631+gd/ala0.xyz.a4a9746c-dd7a-11ef-9693-d85ed34e2189.out,gaussian,621.7,631+gd,mp2,-25399.533511944905,407,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/pbe0/631+gd/ala0.xyz.a4a9bcec-dd7a-11ef-9693-d85ed34e2189.out,orca,61.24,631+gd,pbe0,-25449.072214415908,388,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/pbe0/631+gd/ala0.xyz.a4a9d63c-dd7a-11ef-9693-d85ed34e2189.out,gaussian,216.7,631+gd,pbe0,-25449.336836282415,407,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/PBEh-3c/631+gd/ala0.xyz.a4a9ed34-dd7a-11ef-9693-d85ed34e2189.out,orca,48.791,631+gd,PBEh-3c,-25422.92948390111,331,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xv/631+gd/ala0.xyz.a4aa20a6-dd7a-11ef-9693-d85ed34e2189.out,orca,116.661,631+gd,wb97xv,-25470.811321756482,388,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3/631+gd/ala0.xyz.a4aa5152-dd7a-11ef-9693-d85ed34e2189.out,orca,117.223,631+gd,wb97xd3,-25471.503984111514,388,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3bj/631+gd/ala0.xyz.a4aa8492-dd7a-11ef-9693-d85ed34e2189.out,orca,112.91,631+gd,wb97xd3bj,-25488.00976245296,388,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/m062x/631+gd/ala0.xyz.a4aab5d4-dd7a-11ef-9693-d85ed34e2189.out,orca,63.989,631+gd,m062x,-25466.682418515025,388,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/m062x/631+gd/ala0.xyz.a4aacf4c-dd7a-11ef-9693-d85ed34e2189.out,gaussian,285.5,631+gd,m062x,-25466.86936171518,407,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/camb3lyp/631+gd/ala0.xyz.a4aae6b2-dd7a-11ef-9693-d85ed34e2189.out,orca,98.221,631+gd,camb3lyp,-25465.763091634548,388,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/camb3lyp/631+gd/ala0.xyz.a4ab00ac-dd7a-11ef-9693-d85ed34e2189.out,gaussian,228.7,631+gd,camb3lyp,-25466.155690597057,407,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/b2plyp/631+gd/ala0.xyz.a4ab322a-dd7a-11ef-9693-d85ed34e2189.out,gaussian,680.0,631+gd,b2plyp,-25425.492623801474,407,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/hf/631+gdp/ala0.xyz.a4abae12-dd7a-11ef-9693-d85ed34e2189.out,orca,176.232,631+gdp,hf,-25323.99065574643,457,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/hf/631+gdp/ala0.xyz.a4abc79e-dd7a-11ef-9693-d85ed34e2189.out,gaussian,123.5,631+gdp,hf,-25324.0437994852,476,NORMAL TERMINATION
